timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883329.467892,906,87,71
1743883329.468228,914,88,72
1743883329.4685137,916,89,72
1743883329.4688013,906,88,72
1743883329.4690678,897,86,71
1743883329.469324,900,87,71
1743883329.469585,903,89,71
1743883329.4698274,918,89,72
1743883329.4700685,912,89,72
1743883329.4703016,905,87,71
1743883329.4705353,908,88,72
1743883329.4707663,910,88,71
1743883329.4709873,921,89,72
1743883329.4712026,920,88,72
1743883329.4714174,916,87,71
1743883329.4716332,910,89,71
1743883329.4718482,910,88,71
1743883329.472053,918,88,72
1743883329.4722524,922,87,71
1743883329.4724517,925,90,72
1743883329.4726512,918,89,72
1743883329.4728389,916,88,71
1743883329.4730308,906,87,70
1743883329.4732168,916,89,71
1743883329.473401,911,89,73
1743883329.4735906,909,89,71
1743883329.4737756,908,90,73
1743883329.4739673,911,91,72
1743883329.4741414,916,90,73
1743883329.4743168,913,90,72
1743883329.4744904,915,88,73
1743883329.474664,905,89,72
1743883329.4748378,907,88,72
1743883329.4750187,912,89,73
1743883329.475181,917,92,72
1743883329.4754114,908,90,72
1743883329.475578,905,88,72
1743883329.4757802,905,89,73
1743883329.4759583,909,90,72
1743883329.4761224,909,90,73
1743883329.4762816,916,89,73
1743883329.4764388,912,91,73
1743883329.476596,914,90,73
1743883329.4767513,907,90,73
1743883329.4769197,906,90,72
1743883329.4770977,906,89,72
1743883329.4772785,906,91,72
1743883329.47753,907,89,72
1743883329.4777076,901,90,72
1743883329.477952,899,89,72
1743883329.4781468,903,90,71
1743883329.4783602,908,92,72
1743883329.4785364,911,90,72
1743883329.4788144,915,90,72
1743883329.490342,907,89,72
1743883329.527225,909,91,73
1743883329.5646772,915,90,73
1743883329.6018672,912,89,71
1743883329.6384563,915,90,72
1743883329.675938,916,89,73
1743883329.7131782,910,91,73
1743883329.750231,901,89,73
1743883329.7868595,907,90,73
1743883329.8237774,917,90,73
1743883329.8607337,919,91,72
1743883329.8978734,919,90,74
1743883329.9350975,918,91,73
1743883329.9719706,906,89,72
