timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883340.4365664,922,94,73
1743883340.4367244,916,92,73
1743883340.4368742,910,94,73
1743883340.4370341,907,90,72
1743883340.4371808,906,91,71
1743883340.4373286,907,93,73
1743883340.4374764,905,94,73
1743883340.4376235,906,93,73
1743883340.4377716,908,92,71
1743883340.4379225,905,93,73
1743883340.4380627,902,94,72
1743883340.4382036,903,93,74
1743883340.4383447,900,91,72
1743883340.438485,897,93,72
1743883340.4386241,895,93,73
1743883340.4387636,896,92,72
1743883340.4389071,903,92,72
1743883340.439231,903,91,71
1743883340.4393835,904,93,74
1743883340.4395308,905,93,73
1743883340.4396775,902,92,74
1743883340.4398248,877,90,71
1743883340.4399877,866,92,70
1743883340.4401343,842,90,72
1743883340.4402797,845,90,72
1743883340.4404278,845,90,71
1743883340.4405742,846,89,71
1743883340.4407208,857,90,73
1743883340.4408672,862,92,71
1743883340.441021,851,89,72
1743883340.4411678,853,89,71
1743883340.4413161,862,90,71
1743883340.4414628,869,90,72
1743883340.4416103,860,90,71
1743883340.4417567,846,90,72
1743883340.4419076,856,88,72
1743883340.4420633,858,90,72
1743883340.442217,864,91,72
1743883340.4423726,847,90,71
1743883340.4425273,850,89,71
1743883340.4426823,853,91,70
1743883340.4428375,842,91,72
1743883340.443018,846,89,72
1743883340.4431732,849,91,71
1743883340.4433274,852,88,71
1743883340.4434826,852,92,72
1743883340.4436364,854,91,71
1743883340.4437904,852,91,71
1743883340.4439538,854,90,69
1743883340.4441087,858,91,72
1743883340.4442658,864,92,71
1743883340.4444213,857,90,72
1743883340.4445765,867,89,72
1743883340.444733,854,90,72
1743883340.4608564,844,90,72
1743883340.497991,849,91,72
1743883340.5352385,847,91,72
1743883340.5721908,843,88,70
1743883340.6093705,845,90,71
1743883340.6464164,840,91,72
1743883340.6834927,845,90,72
1743883340.720513,863,91,71
1743883340.7576485,857,90,71
1743883340.794608,835,91,71
1743883340.8317542,836,90,71
1743883340.8688138,839,90,71
1743883340.9058936,835,88,70
1743883340.9431927,822,90,72
