timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883525.156464,222,861,147
1743883525.1567345,224,846,146
1743883525.1570108,218,849,146
1743883525.157276,223,862,147
1743883525.1575413,223,860,148
1743883525.1578083,224,858,149
1743883525.1580813,224,875,150
1743883525.158347,223,870,149
1743883525.1586125,223,876,149
1743883525.1588783,226,879,149
1743883525.1591496,222,876,150
1743883525.1594174,222,876,149
1743883525.1596878,224,872,149
1743883525.1599665,223,872,149
1743883525.1601217,222,868,149
1743883525.1602752,225,863,149
1743883525.1604285,222,865,149
1743883525.1605825,225,871,149
1743883525.1607351,223,863,149
1743883525.1608896,223,867,149
1743883525.1610446,223,860,147
1743883525.1611984,222,865,149
1743883525.1613562,221,860,150
1743883525.16151,224,866,150
1743883525.1616633,223,866,149
1743883525.161816,223,870,148
1743883525.1619723,224,873,148
1743883525.1621253,223,878,148
1743883525.162279,223,871,148
1743883525.1624324,224,872,148
1743883525.1626463,223,886,148
1743883525.1628802,224,879,149
1743883525.1630442,225,883,150
1743883525.1631982,225,881,151
1743883525.16335,225,890,153
1743883525.1635053,223,881,151
1743883525.1636772,224,884,150
1743883525.1638339,225,884,153
1743883525.1639907,224,882,153
1743883525.1641443,223,880,153
1743883525.164299,225,882,152
1743883525.1644542,224,896,153
1743883525.164608,224,885,152
1743883525.1647608,226,891,153
1743883525.1649284,223,880,151
1743883525.1650918,224,893,153
1743883525.1652548,223,868,150
1743883525.1654177,223,880,151
1743883525.1655858,222,885,152
1743883525.1657574,226,881,153
1743883525.1659353,223,878,150
1743883525.186553,222,882,152
1743883525.2254546,227,877,152
1743883525.2644553,224,883,150
1743883525.3036897,224,880,152
1743883525.342734,227,886,152
1743883525.3818634,224,882,151
1743883525.4209135,222,880,151
1743883525.4599078,225,894,152
1743883525.4989364,225,883,152
1743883525.5382128,223,881,150
1743883525.5771215,225,884,152
1743883525.6162872,223,883,150
1743883525.6554425,223,877,149
1743883525.6946123,224,877,150
