timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883347.0960703,869,92,72
1743883347.0962453,869,92,72
1743883347.0964115,863,90,72
1743883347.0966723,831,91,71
1743883347.096842,834,90,71
1743883347.0970418,834,90,72
1743883347.0972083,855,92,70
1743883347.097376,868,91,71
1743883347.0975437,845,91,72
1743883347.0977118,812,90,70
1743883347.0978808,818,90,69
1743883347.098054,831,89,70
1743883347.0982192,844,91,71
1743883347.0983837,823,91,70
1743883347.0985498,850,92,72
1743883347.0987148,838,90,70
1743883347.0988812,838,90,71
1743883347.099051,850,92,72
1743883347.0992167,852,91,72
1743883347.0993814,848,91,72
1743883347.0995464,858,90,71
1743883347.0997117,865,92,72
1743883347.0998774,866,92,73
1743883347.1000473,866,92,73
1743883347.100214,867,89,71
1743883347.1003802,875,90,71
1743883347.1005452,881,92,71
1743883347.1007118,886,91,72
1743883347.1008775,890,91,72
1743883347.1010473,884,90,71
1743883347.1012127,887,92,72
1743883347.101379,883,93,73
1743883347.1015432,888,91,72
1743883347.1017077,892,90,72
1743883347.1018744,890,91,72
1743883347.102047,861,92,72
1743883347.1022124,875,92,72
1743883347.102378,879,91,71
1743883347.1025438,878,90,71
1743883347.1027102,878,93,71
1743883347.1028767,875,91,72
1743883347.1030455,865,91,67
1743883347.1032107,858,89,70
1743883347.1033773,850,90,70
1743883347.103543,843,90,71
1743883347.103709,861,92,72
1743883347.1038783,870,92,72
1743883347.1040738,880,91,71
1743883347.104241,876,93,72
1743883347.1044135,862,91,71
1743883347.104593,854,91,70
1743883347.1047723,850,90,70
1743883347.1049614,859,91,70
1743883347.105141,866,92,72
1743883347.1328151,876,92,71
1743883347.1696453,877,90,71
1743883347.207219,864,89,71
1743883347.2443435,845,91,71
1743883347.2812881,848,90,71
1743883347.3183956,848,91,71
1743883347.3555806,846,88,71
1743883347.3924994,852,89,72
1743883347.4295993,855,91,72
1743883347.4665346,845,91,71
1743883347.5036345,857,91,71
1743883347.5405784,840,89,71
1743883347.577485,857,92,71
1743883347.6152666,865,91,72
