timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883602.465437,241,840,889
1743883602.465699,241,853,902
1743883602.4659765,240,843,890
1743883602.4662197,237,829,893
1743883602.4664485,239,832,905
1743883602.466678,239,847,898
1743883602.466913,239,855,907
1743883602.467125,240,848,912
1743883602.4673371,241,847,921
1743883602.4675498,239,821,919
1743883602.4677618,235,793,908
1743883602.4679794,238,818,913
1743883602.468179,239,822,912
1743883602.4683769,239,826,907
1743883602.4685755,238,836,911
1743883602.4687738,239,838,910
1743883602.468977,239,837,912
1743883602.469166,241,837,899
1743883602.4693515,238,843,902
1743883602.4695377,239,832,911
1743883602.4697232,238,839,908
1743883602.4699097,238,846,916
1743883602.470084,241,846,916
1743883602.4702585,239,844,905
1743883602.4704342,236,852,908
1743883602.4706285,239,835,896
1743883602.4708376,238,804,910
1743883602.471067,236,819,913
1743883602.4712317,243,823,921
1743883602.4713964,239,817,919
1743883602.4715614,237,823,924
1743883602.4717267,240,834,914
1743883602.4718916,240,824,923
1743883602.4720657,238,829,929
1743883602.4722393,237,808,931
1743883602.4724143,237,812,934
1743883602.4725864,238,821,930
1743883602.4727607,237,826,907
1743883602.472944,237,836,910
1743883602.4731195,236,828,909
1743883602.4732957,237,827,913
1743883602.4734726,235,814,906
1743883602.473648,237,823,911
1743883602.4738235,237,823,919
1743883602.4740038,238,831,924
1743883602.4741783,239,826,928
1743883602.4743536,237,823,919
1743883602.4745293,236,833,924
1743883602.4747057,239,834,913
1743883602.474883,237,823,918
1743883602.4750621,235,828,918
1743883602.4752383,239,816,929
1743883602.5050735,239,817,929
1743883602.5444217,232,783,922
1743883602.5838397,235,770,922
1743883602.6221576,233,744,909
1743883602.6612902,231,777,905
1743883602.7003942,236,789,902
1743883602.7397723,237,798,918
1743883602.778456,234,793,923
1743883602.817767,237,794,924
1743883602.8566532,233,787,912
1743883602.8961,233,776,911
1743883602.9350333,231,769,894
1743883602.9743354,230,735,905
