timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883423.554177,201,112,922
1743883423.5544622,204,111,923
1743883423.5547442,201,112,916
1743883423.555022,203,110,921
1743883423.555277,202,111,913
1743883423.5555305,201,111,911
1743883423.5557845,203,112,914
1743883423.556042,202,112,919
1743883423.5562773,201,109,922
1743883423.5565116,203,112,921
1743883423.5567467,203,112,923
1743883423.5569744,202,110,924
1743883423.557194,202,113,912
1743883423.5574117,203,109,915
1743883423.5576289,201,111,919
1743883423.5578516,204,110,925
1743883423.5580595,202,113,921
1743883423.5582626,201,111,926
1743883423.5585086,203,111,921
1743883423.5587127,202,110,907
1743883423.5589206,202,109,912
1743883423.5591176,202,112,905
1743883423.5593061,203,109,907
1743883423.559499,203,111,910
1743883423.5596912,205,110,915
1743883423.5598776,202,111,912
1743883423.5600612,201,112,913
1743883423.5602407,203,110,910
1743883423.5604205,203,110,910
1743883423.5605998,203,111,910
1743883423.5607793,202,112,916
1743883423.5609643,202,111,921
1743883423.5611444,198,112,922
1743883423.561324,203,112,920
1743883423.5615063,202,110,911
1743883423.5616858,203,112,912
1743883423.561866,203,111,914
1743883423.5620751,201,108,906
1743883423.562256,203,111,905
1743883423.5624352,202,110,909
1743883423.5626156,201,108,911
1743883423.5627944,203,111,911
1743883423.5629811,202,110,918
1743883423.5631597,201,111,924
1743883423.56334,203,113,922
1743883423.563519,202,110,920
1743883423.5636985,202,110,914
1743883423.5638793,203,109,914
1743883423.5640676,203,110,915
1743883423.5642478,202,109,917
1743883423.5644295,204,110,923
1743883423.567754,203,111,919
1743883423.607186,202,110,920
1743883423.6460445,203,111,917
1743883423.6854236,202,109,906
1743883423.7245328,201,108,910
1743883423.7634578,201,110,907
1743883423.8023198,202,108,909
1743883423.841452,203,110,913
1743883423.8805864,203,110,914
1743883423.919955,201,108,904
1743883423.9586053,201,110,905
1743883423.9979315,202,109,906
1743883424.0369544,202,110,906
1743883424.0762465,203,110,898
