timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883568.12529,219,833,145
1743883568.1255744,217,837,146
1743883568.1258488,219,842,147
1743883568.1261473,219,840,147
1743883568.1264462,216,836,146
1743883568.1267478,220,842,147
1743883568.127038,218,841,145
1743883568.1273081,216,846,144
1743883568.1275775,219,837,146
1743883568.127854,219,824,146
1743883568.1281178,215,823,144
1743883568.1283667,220,820,145
1743883568.128616,216,797,142
1743883568.1288564,213,802,141
1743883568.1290932,218,816,142
1743883568.1293228,214,807,142
1743883568.1295521,215,809,141
1743883568.1297812,218,805,144
1743883568.1299994,216,814,143
1743883568.1302128,215,817,144
1743883568.130427,218,817,144
1743883568.1306417,215,817,142
1743883568.1308491,216,823,144
1743883568.1310537,219,826,146
1743883568.1312525,218,848,145
1743883568.13146,220,864,149
1743883568.1317012,222,869,150
1743883568.1319058,218,851,146
1743883568.1320992,223,846,148
1743883568.1322865,223,862,150
1743883568.132472,219,863,149
1743883568.1327229,226,869,151
1743883568.132914,223,867,149
1743883568.1331048,219,869,149
1743883568.1332798,225,871,152
1743883568.1334612,222,873,149
1743883568.1336386,222,879,152
1743883568.1338162,226,880,152
1743883568.133997,224,875,149
1743883568.1341734,222,874,150
1743883568.1343489,226,877,151
1743883568.1345258,224,876,151
1743883568.1346989,222,871,151
1743883568.134876,226,875,152
1743883568.135111,225,876,152
1743883568.1352987,221,859,149
1743883568.1354835,226,866,151
1743883568.1356702,225,880,152
1743883568.135929,223,872,151
1743883568.1362083,227,873,153
1743883568.1364973,224,873,150
1743883568.136699,225,877,153
1743883568.1624022,226,875,153
1743883568.2010071,225,880,154
1743883568.2404063,226,874,152
1743883568.2794511,226,871,152
1743883568.3184645,222,872,151
1743883568.3579552,226,874,152
1743883568.3966749,226,881,153
1743883568.4358845,222,873,151
1743883568.474796,227,881,152
1743883568.513394,226,881,152
1743883568.5531135,221,869,149
1743883568.5918667,228,858,152
1743883568.6306536,226,861,152
