timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883308.3244283,910,88,60
1743883308.324627,904,87,60
1743883308.3248212,909,86,60
1743883308.3250372,918,85,58
1743883308.3252356,909,85,60
1743883308.3254354,907,86,58
1743883308.3256361,912,87,59
1743883308.3258336,916,86,60
1743883308.3260257,920,85,61
1743883308.3262146,910,88,60
1743883308.3264008,896,85,60
1743883308.3265867,895,86,59
1743883308.32677,884,84,58
1743883308.32695,886,86,58
1743883308.3271232,891,86,59
1743883308.3272972,902,85,60
1743883308.3274705,904,87,60
1743883308.3276455,905,84,59
1743883308.3278193,896,88,59
1743883308.328001,909,87,59
1743883308.328176,909,87,60
1743883308.3283505,915,87,60
1743883308.328524,913,86,59
1743883308.3286994,914,88,60
1743883308.3288736,920,87,60
1743883308.329054,927,86,60
1743883308.3292296,932,87,60
1743883308.3294067,932,88,61
1743883308.3295836,929,88,59
1743883308.3297753,925,87,60
1743883308.3299766,923,85,59
1743883308.3301528,921,86,60
1743883308.3303242,927,86,60
1743883308.3304996,931,88,60
1743883308.3306684,928,85,60
1743883308.3308568,920,86,59
1743883308.331029,925,87,61
1743883308.331196,931,86,60
1743883308.3313642,932,87,60
1743883308.3315294,928,86,60
1743883308.331695,924,87,61
1743883308.331861,916,88,60
1743883308.3320308,916,86,60
1743883308.332197,912,86,59
1743883308.332363,922,86,60
1743883308.3325286,926,87,61
1743883308.332695,925,87,61
1743883308.332862,920,86,60
1743883308.3330672,911,85,59
1743883308.33325,918,86,60
1743883308.333418,918,88,61
1743883308.333595,928,87,60
1743883308.3337739,928,85,60
1743883308.333962,925,86,60
1743883308.3341374,915,87,60
1743883308.3638613,910,87,60
1743883308.4009895,926,86,61
1743883308.43808,925,86,60
1743883308.4752338,925,87,61
1743883308.5120623,924,87,60
1743883308.5491836,926,87,60
1743883308.5863044,922,86,60
1743883308.623068,914,86,60
1743883308.6603627,913,87,59
1743883308.697644,910,86,60
1743883308.7343175,910,88,60
1743883308.771228,912,85,59
1743883308.8084595,922,88,61
1743883308.8457959,920,86,61
