timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883456.9694571,193,106,910
1743883456.969776,197,109,909
1743883456.9700983,197,107,909
1743883456.9704049,194,106,915
1743883456.970706,196,109,907
1743883456.9710174,195,108,907
1743883456.9713116,194,107,913
1743883456.971594,199,108,914
1743883456.9718719,196,106,919
1743883456.972142,194,107,919
1743883456.972395,197,109,917
1743883456.9726484,196,107,918
1743883456.9729035,195,107,913
1743883456.9731498,197,110,918
1743883456.9733813,196,107,921
1743883456.9736183,196,106,921
1743883456.9738507,196,108,920
1743883456.9740884,196,107,920
1743883456.9743042,196,107,918
1743883456.9745233,196,108,918
1743883456.9747374,195,106,918
1743883456.9749672,196,107,916
1743883456.9751866,195,108,910
1743883456.9754071,194,106,912
1743883456.9756145,197,107,915
1743883456.9758172,197,107,918
1743883456.9760258,195,107,916
1743883456.9762316,198,107,917
1743883456.9764328,195,109,911
1743883456.9766228,193,105,911
1743883456.9768155,197,110,916
1743883456.977013,197,106,914
1743883456.9772036,192,107,904
1743883456.9773934,197,107,909
1743883456.9775727,196,107,914
1743883456.9777532,193,107,911
1743883456.9779367,199,109,910
1743883456.9781177,194,107,912
1743883456.9783058,193,107,912
1743883456.9784844,197,107,913
1743883456.978663,196,107,916
1743883456.9788444,193,107,916
1743883456.9790967,197,108,918
1743883456.9793026,195,108,918
1743883456.9794865,194,106,917
1743883456.979666,196,107,911
1743883456.979843,195,107,911
1743883456.9800372,194,106,909
1743883456.9802158,194,108,906
1743883456.9803963,195,107,911
1743883456.9805756,195,107,902
1743883456.9843497,195,109,902
1743883457.0237374,193,106,903
1743883457.0628102,197,109,907
1743883457.1017816,197,105,911
1743883457.1408854,192,107,907
1743883457.1797945,197,106,906
1743883457.2190886,196,108,910
1743883457.258286,193,106,914
1743883457.2973363,198,109,912
1743883457.336237,195,108,913
1743883457.3751805,193,106,906
1743883457.4145517,198,107,912
1743883457.4533288,195,107,911
1743883457.492552,193,107,907
