timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883149.9485207,118,61,37
1743883149.9486976,115,62,34
1743883149.9488661,112,59,34
1743883149.949055,111,57,36
1743883149.9492211,118,59,37
1743883149.9493876,114,60,36
1743883149.94955,115,58,37
1743883149.9497075,112,56,36
1743883149.9498634,113,59,36
1743883149.9500377,115,61,35
1743883149.9501936,115,58,35
1743883149.9503505,112,56,35
1743883149.9505057,173,63,39
1743883149.9506624,212,65,40
1743883149.9508183,517,77,47
1743883149.9509897,722,628,94
1743883149.9511547,805,723,543
1743883149.951321,851,780,717
1743883149.9514954,909,809,833
1743883149.9516714,913,832,843
1743883149.9518464,925,792,842
1743883149.9520307,932,817,873
1743883149.9522069,940,825,893
1743883149.9523828,937,820,900
1743883149.9525585,939,830,897
1743883149.9527352,939,839,909
1743883149.9529204,939,823,908
1743883149.9530983,941,818,914
1743883149.9532747,941,826,921
1743883149.9534526,942,815,912
1743883149.9536276,944,818,915
1743883149.9538064,937,827,907
1743883149.9539948,938,832,909
1743883149.9541771,932,819,910
1743883149.95436,938,841,914
1743883149.9545388,941,817,914
1743883149.9547193,938,827,898
1743883149.9549017,939,827,891
1743883149.955092,943,804,881
1743883149.9552696,947,823,896
1743883149.9554515,943,811,880
1743883149.9556413,941,831,880
1743883149.9558313,934,852,895
1743883149.95603,937,850,896
1743883149.9562201,931,813,902
1743883149.9564095,936,834,893
1743883149.9566011,940,839,904
1743883149.956792,943,827,907
1743883149.9569955,946,827,911
1743883149.9571867,944,841,900
1743883149.95738,947,828,910
1743883149.9575744,949,830,915
1743883149.9783375,950,850,911
1743883150.0173314,952,840,914
1743883150.0571408,949,848,914
1743883150.0957987,954,836,918
1743883150.1350384,952,842,913
1743883150.1738915,954,849,918
1743883150.2136023,951,856,902
1743883150.2522423,953,843,907
1743883150.2914836,955,842,912
1743883150.330369,956,831,913
1743883150.369289,957,843,923
1743883150.408587,959,838,911
1743883150.44744,956,812,910
1743883150.4862761,958,826,931
