timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883444.4751084,201,108,884
1743883444.4754016,199,108,883
1743883444.4756782,200,110,890
1743883444.475963,200,108,894
1743883444.4762304,196,107,891
1743883444.47648,200,108,894
1743883444.476735,199,108,900
1743883444.4769902,197,109,909
1743883444.477222,199,106,906
1743883444.4774544,199,109,914
1743883444.4776862,199,109,916
1743883444.4779253,200,110,913
1743883444.4781437,198,108,902
1743883444.4783587,197,106,911
1743883444.478575,201,108,914
1743883444.4787958,200,108,909
1743883444.4790173,197,109,913
1743883444.4792192,201,107,915
1743883444.4794195,198,106,907
1743883444.4796205,196,106,901
1743883444.4798212,199,109,908
1743883444.4800272,198,107,918
1743883444.4802194,197,109,918
1743883444.4804065,199,107,885
1743883444.4805946,197,108,891
1743883444.4807825,197,108,890
1743883444.480978,198,109,896
1743883444.4811645,198,106,897
1743883444.4813657,197,108,898
1743883444.4815674,198,109,900
1743883444.4817433,197,107,892
1743883444.4819236,199,109,899
1743883444.4820995,199,108,902
1743883444.4822714,195,107,898
1743883444.4824376,199,109,906
1743883444.4826558,198,107,885
1743883444.482825,195,108,894
1743883444.4829972,199,110,892
1743883444.4831634,198,108,899
1743883444.4833305,194,107,896
1743883444.4834983,200,109,892
1743883444.483664,199,107,903
1743883444.4838316,196,106,909
1743883444.484003,201,109,911
1743883444.484175,198,108,908
1743883444.4843504,197,106,907
1743883444.4845283,200,109,906
1743883444.4847054,198,108,909
1743883444.484885,198,108,910
1743883444.4850676,199,108,904
1743883444.4852464,198,109,903
1743883444.497474,196,107,902
1743883444.5362873,198,109,890
1743883444.5760818,196,107,894
1743883444.614919,196,108,897
1743883444.6537979,197,108,899
1743883444.6932387,197,106,900
1743883444.7322946,197,107,905
1743883444.771452,199,106,906
1743883444.810459,196,109,902
1743883444.8495097,199,109,899
1743883444.8883648,199,108,909
1743883444.9272752,197,107,918
1743883444.9663324,199,109,917
1743883445.0056312,197,109,916
