timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883142.1605065,102,55,41
1743883142.1607819,101,52,41
1743883142.1610491,98,51,39
1743883142.1612816,96,51,37
1743883142.1615198,102,52,42
1743883142.1617575,103,52,42
1743883142.162006,102,52,41
1743883142.162225,99,52,41
1743883142.162436,97,50,39
1743883142.162646,99,53,39
1743883142.1628633,103,53,41
1743883142.163088,101,54,40
1743883142.1632884,99,53,38
1743883142.1634922,491,71,49
1743883142.1636922,554,69,42
1743883142.1639104,642,569,408
1743883142.164125,782,732,711
1743883142.1643412,826,795,724
1743883142.1645544,870,822,794
1743883142.164767,876,830,833
1743883142.164983,921,828,870
1743883142.1651828,916,828,902
1743883142.1653814,925,851,909
1743883142.16558,937,861,919
1743883142.1657803,939,863,931
1743883142.1659856,940,857,938
1743883142.1661758,940,844,934
1743883142.1663775,950,852,936
1743883142.1665652,952,854,928
1743883142.166752,953,860,942
1743883142.1669443,947,864,936
1743883142.167132,949,864,931
1743883142.167319,952,851,926
1743883142.1675053,952,843,932
1743883142.167692,954,856,931
1743883142.1678803,954,852,934
1743883142.168074,955,865,932
1743883142.1682608,957,868,935
1743883142.168447,956,866,924
1743883142.1686327,957,877,934
1743883142.1688182,959,875,919
1743883142.1690109,962,874,922
1743883142.1691968,960,886,926
1743883142.169383,958,875,925
1743883142.1695688,959,883,920
1743883142.1697562,961,871,917
1743883142.1699479,963,871,925
1743883142.1701338,962,874,936
1743883142.1703336,954,885,938
1743883142.1705344,949,878,943
1743883142.1707342,946,882,940
1743883142.170939,946,874,938
1743883142.1711385,947,875,942
1743883142.1972811,948,875,940
1743883142.2364547,948,882,944
1743883142.2756143,948,884,944
1743883142.3141944,938,878,931
1743883142.3537147,946,878,928
1743883142.392654,946,886,942
1743883142.431648,948,883,942
1743883142.470725,953,883,931
1743883142.509584,949,887,934
1743883142.5485258,945,886,937
1743883142.5882444,948,885,935
1743883142.626633,947,882,937
1743883142.666062,949,882,940
