timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883437.482644,201,108,900
1743883437.482854,202,108,897
1743883437.4830642,200,109,901
1743883437.4832559,201,109,905
1743883437.4834414,202,110,906
1743883437.4836226,201,110,910
1743883437.4838045,201,109,916
1743883437.4840102,201,110,916
1743883437.484192,202,109,917
1743883437.4843733,202,109,916
1743883437.484554,202,107,914
1743883437.4847326,201,107,915
1743883437.484919,203,110,916
1743883437.4850993,201,110,917
1743883437.4852777,200,110,910
1743883437.4854562,201,109,914
1743883437.485635,202,109,915
1743883437.4858153,201,107,918
1743883437.4860017,202,110,910
1743883437.4861813,202,110,916
1743883437.4863613,201,107,915
1743883437.4865434,204,110,917
1743883437.4867237,201,110,913
1743883437.4869092,200,110,911
1743883437.4870899,201,109,914
1743883437.487271,201,107,909
1743883437.4874496,201,109,912
1743883437.4876282,203,109,913
1743883437.4878085,200,109,915
1743883437.4879956,201,108,920
1743883437.4881773,201,111,915
1743883437.4883606,201,110,921
1743883437.4885423,202,108,920
1743883437.4887245,202,109,920
1743883437.4889097,201,110,921
1743883437.4890897,201,110,923
1743883437.489276,202,108,926
1743883437.4894633,200,109,920
1743883437.4896538,202,108,919
1743883437.4898448,202,108,908
1743883437.490042,200,108,896
1743883437.4902346,201,111,894
1743883437.4904265,200,109,898
1743883437.4906204,199,110,900
1743883437.4908152,201,109,900
1743883437.4910145,201,109,913
1743883437.4912064,200,107,919
1743883437.4913998,201,111,915
1743883437.4915917,201,109,914
1743883437.4917836,200,108,891
1743883437.4919841,202,109,907
1743883437.492176,201,109,908
1743883437.5153487,201,108,918
1743883437.554447,202,110,910
1743883437.5938163,199,110,891
1743883437.6324894,199,108,904
1743883437.67176,200,108,913
1743883437.7105343,202,109,916
1743883437.7498307,200,110,919
1743883437.789219,201,110,923
1743883437.828113,201,109,923
1743883437.86727,201,110,925
1743883437.9065115,200,109,918
1743883437.9457252,201,110,921
1743883437.9844134,201,109,921
