timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883326.125069,876,84,70
1743883326.1253617,878,85,70
1743883326.1256213,875,88,70
1743883326.1258762,872,87,71
1743883326.126143,861,86,69
1743883326.1263993,856,86,69
1743883326.1266558,846,85,70
1743883326.1269062,859,86,70
1743883326.1271389,847,85,70
1743883326.127372,848,85,69
1743883326.1276038,852,86,69
1743883326.1278322,850,86,70
1743883326.1280556,851,85,70
1743883326.1282709,859,87,69
1743883326.1284857,861,85,70
1743883326.128701,859,87,70
1743883326.1289036,847,86,68
1743883326.1291027,851,85,68
1743883326.1293015,853,85,70
1743883326.1294997,855,86,69
1743883326.129698,858,86,71
1743883326.129888,872,86,70
1743883326.1300786,880,87,70
1743883326.1302643,881,86,71
1743883326.1304493,883,87,70
1743883326.130635,889,87,71
1743883326.1308177,898,89,71
1743883326.130996,903,88,70
1743883326.1311715,907,88,71
1743883326.1313477,904,88,72
1743883326.1315238,911,89,71
1743883326.1316996,915,88,70
1743883326.1318734,925,87,70
1743883326.1320488,924,89,71
1743883326.132218,921,89,71
1743883326.1323862,922,88,72
1743883326.1325538,919,88,70
1743883326.1327195,920,87,71
1743883326.1328845,910,89,71
1743883326.133057,913,88,71
1743883326.1332211,923,89,72
1743883326.1333857,921,87,71
1743883326.133549,923,89,73
1743883326.1337137,918,88,71
1743883326.133877,919,89,72
1743883326.1340528,919,88,71
1743883326.1342275,925,89,72
1743883326.1344018,932,89,72
1743883326.1345766,932,89,72
1743883326.134751,932,88,71
1743883326.134935,932,87,72
1743883326.1351101,933,90,73
1743883326.1352863,934,89,72
1743883326.1354616,929,89,72
1743883326.154535,923,87,72
1743883326.191573,915,87,71
1743883326.2290082,921,88,72
1743883326.2661548,920,88,73
1743883326.303266,927,90,72
1743883326.3396506,923,87,72
1743883326.3776221,922,88,72
1743883326.4143105,921,89,72
1743883326.4513438,919,88,71
1743883326.488382,923,88,71
1743883326.5255775,920,87,71
1743883326.5623515,910,88,72
1743883326.5998359,901,86,71
1743883326.6363266,906,87,71
