timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883540.6741433,224,828,148
1743883540.674415,223,824,147
1743883540.6747074,222,815,146
1743883540.6749835,224,828,148
1743883540.6751685,224,835,148
1743883540.6753392,224,848,150
1743883540.675509,225,826,150
1743883540.675676,223,826,147
1743883540.6758695,224,825,149
1743883540.6760545,223,806,146
1743883540.6762352,224,826,147
1743883540.6764178,225,835,150
1743883540.6766515,225,838,149
1743883540.6768281,224,835,149
1743883540.677018,224,822,147
1743883540.6771946,224,824,148
1743883540.6773753,222,818,148
1743883540.6776497,224,838,149
1743883540.6779623,225,848,148
1743883540.6782765,222,839,147
1743883540.6785934,225,839,151
1743883540.678915,226,842,151
1743883540.6792314,224,845,148
1743883540.6795468,226,857,150
1743883540.6798463,226,857,150
1743883540.680199,224,864,151
1743883540.680511,227,861,151
1743883540.6808124,225,862,150
1743883540.6810896,226,868,152
1743883540.6812668,227,871,152
1743883540.6814492,227,868,151
1743883540.6816278,225,871,152
1743883540.6818097,226,872,152
1743883540.6819983,226,874,151
1743883540.6821842,225,881,152
1743883540.6823673,226,878,152
1743883540.6825528,226,870,152
1743883540.6827343,225,874,152
1743883540.6829295,227,874,151
1743883540.683113,226,871,151
1743883540.6833012,225,872,152
1743883540.6834872,227,871,152
1743883540.683674,225,856,150
1743883540.6838515,228,865,151
1743883540.684046,228,878,152
1743883540.6842232,227,876,152
1743883540.6844056,227,865,151
1743883540.684584,227,863,150
1743883540.6847742,225,855,149
1743883540.6849632,226,858,150
1743883540.6851597,227,872,151
1743883540.6963823,225,865,150
1743883540.735484,228,869,151
1743883540.7744725,226,862,150
1743883540.8135529,226,868,150
1743883540.8526874,227,870,149
1743883540.8916018,225,853,149
1743883540.9306107,224,856,149
1743883540.9697292,225,862,149
1743883541.0087588,226,854,150
1743883541.0479162,226,857,150
1743883541.0869203,226,858,151
1743883541.1260152,227,853,149
1743883541.165057,228,869,152
1743883541.2043273,226,868,150
