timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883555.7974267,211,776,141
1743883555.7977178,214,786,142
1743883555.7980237,213,781,142
1743883555.7982774,212,778,141
1743883555.7985303,216,783,144
1743883555.798784,215,785,143
1743883555.7990246,213,761,141
1743883555.7992578,215,762,141
1743883555.799491,213,778,141
1743883555.799725,212,778,142
1743883555.7999623,216,786,143
1743883555.8001797,216,795,145
1743883555.8003974,215,797,144
1743883555.8006146,216,792,144
1743883555.8008242,217,806,144
1743883555.8010333,213,774,141
1743883555.8012352,214,786,142
1743883555.8014376,215,790,143
1743883555.801641,212,769,140
1743883555.8018358,213,751,138
1743883555.8020296,212,756,138
1743883555.80222,214,766,142
1743883555.8024106,215,770,141
1743883555.8026,214,772,141
1743883555.8027894,214,776,141
1743883555.802972,214,777,141
1743883555.8031502,215,793,144
1743883555.8033295,214,772,142
1743883555.8035078,215,779,142
1743883555.8036861,214,785,140
1743883555.803866,216,781,144
1743883555.804047,215,784,143
1743883555.8042254,213,782,141
1743883555.804405,216,794,143
1743883555.8045838,215,801,144
1743883555.8047621,215,793,144
1743883555.8049436,218,811,145
1743883555.8051229,217,812,145
1743883555.8053,214,798,143
1743883555.8054771,215,797,143
1743883555.805657,216,802,144
1743883555.8058355,215,805,143
1743883555.8060188,217,804,143
1743883555.8061974,215,797,143
1743883555.806376,215,799,142
1743883555.8065555,216,795,142
1743883555.8067348,216,797,143
1743883555.8069227,215,799,143
1743883555.807115,219,808,145
1743883555.807306,217,810,144
1743883555.8074968,217,820,145
1743883555.8159719,218,825,146
1743883555.855003,216,824,145
1743883555.894421,216,820,146
1743883555.9336631,216,777,142
1743883555.9724746,212,776,140
1743883556.0116296,217,797,145
1743883556.0507584,216,802,143
1743883556.089935,214,788,144
1743883556.1285257,217,782,142
1743883556.1675441,215,794,143
1743883556.206717,215,796,145
1743883556.2457383,217,807,144
1743883556.2847166,215,795,143
1743883556.323873,215,794,143
