timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883534.5364861,224,827,146
1743883534.5368135,223,817,146
1743883534.537121,222,808,146
1743883534.5374014,222,811,145
1743883534.5376737,224,821,148
1743883534.5379324,221,807,143
1743883534.538184,222,811,146
1743883534.5384347,223,814,146
1743883534.5386803,225,829,149
1743883534.538917,223,802,145
1743883534.5391467,222,800,145
1743883534.5393786,221,816,146
1743883534.5396068,224,827,147
1743883534.539828,223,818,147
1743883534.540047,221,802,145
1743883534.5402594,222,790,144
1743883534.5404735,222,784,144
1743883534.540689,218,787,143
1743883534.5408893,218,758,143
1743883534.541093,219,769,142
1743883534.5412931,218,774,141
1743883534.5414941,219,785,143
1743883534.5416937,215,755,140
1743883534.5418844,217,778,141
1743883534.5421047,216,736,137
1743883534.5424,216,760,139
1743883534.5426655,216,759,141
1743883534.542869,221,767,144
1743883534.5430567,219,777,142
1743883534.5432336,219,743,140
1743883534.5434093,216,745,139
1743883534.5435855,216,759,140
1743883534.5437615,218,770,142
1743883534.5439987,218,783,142
1743883534.5441782,215,760,140
1743883534.544349,219,769,143
1743883534.5445154,218,769,142
1743883534.5446825,218,781,142
1743883534.5448492,221,794,144
1743883534.5450203,219,793,144
1743883534.5451882,218,791,144
1743883534.5453727,220,785,143
1743883534.5455391,220,778,143
1743883534.5457637,219,786,143
1743883534.5459847,225,802,146
1743883534.5462067,225,822,147
1743883534.546417,224,818,147
1743883534.546585,224,814,147
1743883534.546785,223,799,147
1743883534.5470514,222,801,145
1743883534.54723,222,782,142
1743883534.562866,221,791,144
1743883534.601611,221,792,144
1743883534.6409254,221,783,143
1743883534.6802838,221,792,145
1743883534.7194743,220,795,144
1743883534.7584815,223,800,145
1743883534.7973065,221,801,145
1743883534.8366387,223,802,146
1743883534.8755996,223,810,146
1743883534.9145985,222,812,145
1743883534.9535146,224,823,148
1743883534.9925346,223,817,146
1743883535.0324578,222,831,148
1743883535.0709863,227,839,150
