timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883528.1043408,226,889,150
1743883528.104547,223,869,149
1743883528.1047592,223,872,150
1743883528.1050246,224,881,149
1743883528.10524,224,864,149
1743883528.1054566,222,876,149
1743883528.105672,224,885,150
1743883528.1058862,222,873,148
1743883528.1061113,222,882,148
1743883528.1063275,226,890,150
1743883528.1065435,223,877,147
1743883528.1067562,221,885,149
1743883528.1069655,224,881,150
1743883528.1071668,224,875,151
1743883528.1073682,223,879,152
1743883528.1075706,224,884,151
1743883528.1077728,223,870,148
1743883528.1079838,222,880,150
1743883528.1081858,225,875,150
1743883528.1083875,222,870,147
1743883528.1085906,221,870,147
1743883528.108786,225,881,150
1743883528.1089885,224,873,150
1743883528.109177,224,881,151
1743883528.109366,225,880,150
1743883528.109556,221,865,147
1743883528.1097448,222,852,149
1743883528.10994,223,858,149
1743883528.1101313,219,853,147
1743883528.110351,222,867,148
1743883528.1106417,224,860,149
1743883528.1108308,220,854,148
1743883528.1110466,222,859,148
1743883528.1112356,222,861,148
1743883528.1114235,220,842,146
1743883528.1116116,223,851,148
1743883528.1118004,220,843,146
1743883528.111999,220,849,148
1743883528.112188,223,849,148
1743883528.1123781,222,851,148
1743883528.1125667,220,857,147
1743883528.1127582,222,865,147
1743883528.112956,220,863,150
1743883528.1131465,222,860,149
1743883528.1133351,221,861,148
1743883528.1135287,222,858,149
1743883528.1137164,221,859,148
1743883528.1139154,220,849,147
1743883528.1141074,222,860,150
1743883528.1143198,221,843,147
1743883528.1145093,221,845,147
1743883528.1164737,220,857,148
1743883528.1560345,222,852,149
1743883528.1952598,221,851,148
1743883528.2341025,220,853,148
1743883528.27299,221,851,147
1743883528.3122163,221,848,147
1743883528.3513362,218,855,147
1743883528.3903804,221,861,148
1743883528.4298422,222,862,148
1743883528.4684355,220,862,149
1743883528.5075784,224,882,150
1743883528.5467122,224,881,150
1743883528.5856605,223,882,150
1743883528.624571,224,883,151
