timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883475.3149555,200,111,919
1743883475.3152382,202,112,920
1743883475.3155105,200,113,917
1743883475.3157659,201,113,914
1743883475.3160274,202,109,913
1743883475.3162808,201,112,917
1743883475.3165243,202,111,923
1743883475.3167574,200,112,914
1743883475.3170028,200,112,917
1743883475.317237,202,111,920
1743883475.3174605,201,112,912
1743883475.3176777,199,109,910
1743883475.3178933,201,113,905
1743883475.3181138,198,112,902
1743883475.318321,197,111,910
1743883475.318524,201,112,918
1743883475.3187263,199,109,907
1743883475.3189325,196,110,901
1743883475.3191335,201,113,915
1743883475.3193364,198,111,917
1743883475.3195293,197,111,921
1743883475.319718,201,114,916
1743883475.3199122,200,113,921
1743883475.3201022,199,110,915
1743883475.3202903,202,113,922
1743883475.3204823,199,112,927
1743883475.3206716,199,111,929
1743883475.3208609,202,114,929
1743883475.3210552,202,111,932
1743883475.3212461,199,111,935
1743883475.321436,200,110,933
1743883475.3216257,199,111,935
1743883475.321814,199,112,927
1743883475.3220117,200,113,927
1743883475.3222008,200,112,933
1743883475.3223906,202,111,936
1743883475.3225782,202,114,935
1743883475.322766,201,110,936
1743883475.3229613,203,112,935
1743883475.3231533,203,111,936
1743883475.3233416,198,110,934
1743883475.3235312,203,113,931
1743883475.32372,202,113,927
1743883475.3239145,199,111,929
1743883475.3241034,202,113,923
1743883475.3242931,203,111,931
1743883475.3244822,201,111,930
1743883475.3246727,204,114,928
1743883475.3248632,199,112,919
1743883475.3250608,198,111,917
1743883475.3252516,203,115,924
1743883475.3461995,201,112,926
1743883475.3851106,200,111,929
1743883475.4246001,203,113,931
1743883475.4636137,200,113,933
1743883475.5026565,201,111,932
1743883475.54172,203,113,934
1743883475.5807364,201,111,932
1743883475.6200895,200,112,929
1743883475.6592343,203,113,933
1743883475.6985075,202,113,925
1743883475.737406,202,111,931
1743883475.7760515,202,111,926
1743883475.8152049,198,110,914
