timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883549.9840908,216,777,145
1743883549.9844093,215,776,145
1743883549.9847145,212,743,139
1743883549.9850318,213,756,141
1743883549.985334,214,771,143
1743883549.9856374,215,758,143
1743883549.9859366,213,754,141
1743883549.9862113,213,777,141
1743883549.9864845,214,744,141
1743883549.9867623,213,739,139
1743883549.9870324,211,714,136
1743883549.987288,215,742,141
1743883549.9875383,212,737,141
1743883549.9877834,213,755,141
1743883549.9880192,216,767,143
1743883549.9882534,213,750,141
1743883549.9884841,211,742,139
1743883549.9887178,210,722,137
1743883549.9889455,212,723,139
1743883549.9891646,212,741,139
1743883549.9893794,213,742,140
1743883549.989596,213,737,140
1743883549.9898112,213,753,141
1743883549.9900198,215,769,142
1743883549.9902208,214,776,143
1743883549.990422,213,771,142
1743883549.9906232,212,726,139
1743883549.9908211,211,743,139
1743883549.9910145,212,743,140
1743883549.9912019,209,678,133
1743883549.9913886,209,695,135
1743883549.9915767,211,726,139
1743883549.9917643,214,752,142
1743883549.9919596,210,723,137
1743883549.9921489,214,739,139
1743883549.9923282,213,730,139
1743883549.9925046,210,748,139
1743883549.9926808,212,714,138
1743883549.992858,213,746,140
1743883549.9930398,209,701,135
1743883549.9932158,212,700,136
1743883549.9933949,206,670,132
1743883549.9935713,210,691,136
1743883549.9937499,210,698,136
1743883549.993932,212,724,139
1743883549.9941096,209,735,137
1743883549.9942863,212,735,140
1743883549.9945078,210,726,138
1743883549.9946852,212,736,139
1743883549.994864,212,718,137
1743883549.9950464,212,740,139
1743883549.9952242,211,727,137
1743883550.0341396,211,714,136
1743883550.073489,211,715,135
1743883550.1121054,210,714,137
1743883550.151701,212,716,137
1743883550.1907048,209,685,132
1743883550.2296562,210,687,134
1743883550.2683575,208,659,131
1743883550.307587,207,690,133
1743883550.3466222,210,707,135
1743883550.385966,208,681,133
1743883550.4249268,206,661,131
1743883550.4637167,207,662,130
1743883550.5033317,208,660,131
