timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883427.3487709,203,112,929
1743883427.34926,201,109,927
1743883427.3496935,205,108,930
1743883427.3501208,202,110,927
1743883427.3504987,202,108,930
1743883427.3508756,204,109,922
1743883427.351224,202,111,918
1743883427.3515694,201,110,919
1743883427.3518903,203,110,923
1743883427.3522296,204,110,920
1743883427.3525271,202,110,921
1743883427.352829,203,110,919
1743883427.3531122,203,109,921
1743883427.3533862,203,109,921
1743883427.353656,204,110,917
1743883427.3539362,202,109,916
1743883427.354196,203,108,921
1743883427.3544486,203,109,915
1743883427.354698,202,109,921
1743883427.354954,202,111,918
1743883427.3551965,201,111,919
1743883427.355427,201,111,920
1743883427.3556566,203,109,926
1743883427.355887,203,111,923
1743883427.3561122,200,110,912
1743883427.3563275,202,109,917
1743883427.35654,202,110,919
1743883427.356756,201,108,918
1743883427.3569643,205,109,920
1743883427.357225,203,109,910
1743883427.3574245,200,109,919
1743883427.3576255,204,111,922
1743883427.3578248,201,109,921
1743883427.3580341,201,108,923
1743883427.3582203,202,109,923
1743883427.3584073,203,109,925
1743883427.3585947,201,108,925
1743883427.358785,204,109,925
1743883427.3589642,202,107,926
1743883427.3591404,202,109,926
1743883427.3593187,204,111,927
1743883427.3594952,203,107,925
1743883427.3596702,203,110,922
1743883427.3598459,204,110,927
1743883427.3600252,201,110,917
1743883427.3602028,204,111,921
1743883427.360378,203,111,923
1743883427.360554,201,109,922
1743883427.3607316,203,112,924
1743883427.3609145,203,108,927
1743883427.3610935,200,109,926
1743883427.3612726,205,111,927
1743883427.3966255,202,111,921
1743883427.4356198,200,111,921
1743883427.4750354,203,111,925
1743883427.5144286,204,109,925
1743883427.5532444,202,110,924
1743883427.5925214,204,111,926
1743883427.6311073,203,109,926
1743883427.670304,202,111,923
1743883427.709758,204,110,926
1743883427.7487047,202,110,907
1743883427.7875686,200,109,901
1743883427.8267336,201,109,908
1743883427.8656962,201,108,904
