timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883647.6418612,237,796,921
1743883647.6421082,242,812,923
1743883647.6423097,240,806,913
1743883647.6424966,236,802,907
1743883647.6426823,241,804,895
1743883647.6428688,236,782,868
1743883647.6430612,236,811,899
1743883647.6432478,243,822,887
1743883647.643436,240,810,894
1743883647.6436312,238,825,910
1743883647.6438177,245,825,917
1743883647.6440117,240,814,906
1743883647.6442041,237,812,910
1743883647.6443896,245,829,916
1743883647.6445749,240,830,906
1743883647.6447606,238,811,916
1743883647.6449509,241,792,916
1743883647.6451366,238,790,916
1743883647.645323,236,805,908
1743883647.645508,242,827,924
1743883647.6456957,236,779,873
1743883647.6458821,235,794,874
1743883647.646074,239,787,894
1743883647.6462574,236,781,888
1743883647.6464329,235,765,904
1743883647.6466098,238,795,895
1743883647.6467862,237,792,897
1743883647.646982,238,800,904
1743883647.6472473,241,807,913
1743883647.6475346,238,806,911
1743883647.6477394,240,798,901
1743883647.6479247,238,791,902
1743883647.6481009,234,794,903
1743883647.6482844,240,798,903
1743883647.6484613,240,811,925
1743883647.6486378,236,804,926
1743883647.6488674,244,805,931
1743883647.6490493,240,791,928
1743883647.6492233,237,800,920
1743883647.6493988,242,798,920
1743883647.6495736,240,796,925
1743883647.6497495,237,803,928
1743883647.6499288,244,802,920
1743883647.6501048,240,805,916
1743883647.6502798,237,799,920
1743883647.6504567,242,799,922
1743883647.6506321,239,803,926
1743883647.6508095,236,804,913
1743883647.6509914,242,813,912
1743883647.6511676,237,794,899
1743883647.6513457,236,790,905
1743883647.6630936,237,787,876
1743883647.7020154,236,799,880
1743883647.7414484,236,804,882
1743883647.780479,239,799,900
1743883647.8195848,236,780,902
1743883647.8591065,239,788,908
1743883647.8978176,238,784,908
1743883647.9366934,236,769,901
1743883647.9756603,238,778,898
1743883648.0149848,238,784,890
1743883648.0534148,237,807,905
1743883648.0926445,240,800,917
1743883648.1323211,238,766,916
1743883648.1714096,232,750,893
