timestamp,pressure_sensor_A0,pressure_sensor_A1,pressure_sensor_A2
1743883214.7545786,95,56,41
1743883214.7552333,92,55,41
1743883214.7554996,94,59,41
1743883214.7557495,98,60,42
1743883214.7560048,96,56,42
1743883214.7562346,95,57,42
1743883214.7564595,94,57,40
1743883214.7566867,91,57,40
1743883214.7569094,418,71,47
1743883214.7571328,361,209,81
1743883214.7573671,629,633,634
1743883214.7575963,744,725,803
1743883214.7578244,772,780,895
1743883214.7582455,849,840,918
1743883214.7585464,871,858,932
1743883214.7588909,886,873,950
1743883214.7591438,899,875,961
1743883214.7593505,907,867,960
1743883214.759549,928,865,964
1743883214.7597494,921,859,964
1743883214.7599485,924,883,966
1743883214.7601352,931,877,968
1743883214.7603235,936,873,966
1743883214.7605104,934,876,963
1743883214.760697,924,860,962
1743883214.7608829,933,860,955
1743883214.761067,933,856,960
1743883214.7612424,905,844,950
1743883214.7614176,908,847,955
1743883214.7615926,924,855,943
1743883214.761769,920,860,937
1743883214.7619474,916,856,947
1743883214.7621222,920,868,956
1743883214.7622979,902,857,962
1743883214.7624736,908,861,963
1743883214.762648,905,861,965
1743883214.7628229,921,874,964
1743883214.7630043,923,884,960
1743883214.7631795,927,889,963
1743883214.7633548,928,881,962
1743883214.7635303,897,864,955
1743883214.763707,885,863,938
1743883214.7638838,896,855,950
1743883214.764063,904,861,946
1743883214.7642388,905,867,953
1743883214.764416,878,838,954
1743883214.7645917,908,856,959
1743883214.7647676,913,856,955
1743883214.7649558,923,873,958
1743883214.7651374,912,882,959
1743883214.7653162,881,879,960
1743883214.7654958,882,879,965
1743883214.7822223,888,866,964
1743883214.8213644,901,868,966
1743883214.8608441,907,871,967
1743883214.9000337,911,875,967
1743883214.9388406,912,871,971
1743883214.9777944,892,865,963
1743883215.0170069,907,869,960
1743883215.0563967,872,881,968
1743883215.0953608,884,868,968
1743883215.1343577,899,867,967
1743883215.1736026,909,869,968
1743883215.2121692,900,867,968
1743883215.2516396,908,860,969
1743883215.2905364,913,852,970
