timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907276.648695,58,736,279,0,0,173,0
1745907276.648849,46,735,284,0,0,171,0
1745907276.649003,48,736,285,0,0,176,0
1745907276.649151,47,735,288,0,0,180,0
1745907276.6492999,58,731,286,0,0,182,0
1745907276.6494489,55,728,297,0,0,178,0
1745907276.649598,52,725,298,0,0,174,0
1745907276.649746,46,721,322,0,0,180,0
1745907276.649894,72,716,326,0,0,181,0
1745907276.650044,61,715,332,0,0,184,0
1745907276.650384,49,700,335,0,0,184,0
1745907276.6505349,49,696,321,0,0,169,0
1745907276.65068,38,713,299,0,0,180,0
1745907276.650827,46,719,317,0,0,187,0
1745907276.6509728,40,723,334,0,0,170,0
1745907276.651119,48,721,337,0,0,158,0
1745907276.651266,40,719,336,0,0,159,0
1745907276.651412,41,722,336,0,0,158,0
1745907276.6515572,51,724,338,0,0,162,0
1745907276.688952,56,725,340,0,0,164,0
1745907276.740853,42,723,341,0,0,169,0
1745907276.7923331,45,724,339,0,0,168,0
1745907276.844299,49,723,337,0,0,168,0
1745907276.895814,41,721,294,0,0,165,0
1745907276.9474812,37,723,294,0,0,158,0
1745907276.9988322,39,726,292,0,0,162,0
1745907277.0506618,39,733,290,0,0,163,0
1745907277.101946,45,738,286,0,0,175,0
1745907277.1534789,47,746,286,0,0,181,0
