timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907547.3922849,20,0,0,0,0,0,0
1745907547.392401,23,0,0,0,0,0,0
1745907547.392514,23,0,0,0,0,0,0
1745907547.392622,23,0,0,0,0,0,0
1745907547.392731,24,0,0,0,0,0,0
1745907547.392839,21,0,0,0,0,0,0
1745907547.392947,24,0,0,0,0,0,0
1745907547.393055,25,0,0,0,0,0,0
1745907547.393162,30,0,0,0,0,0,0
1745907547.3932722,32,0,0,0,0,0,0
1745907547.3933802,35,0,0,0,0,0,0
1745907547.393488,39,0,0,0,0,0,0
1745907547.393596,40,0,0,0,0,0,0
1745907547.393704,40,0,0,0,0,0,0
1745907547.393813,35,0,0,0,0,0,0
1745907547.3939211,31,0,0,0,0,0,0
1745907547.39403,28,0,0,0,0,0,0
1745907547.3941388,22,0,0,0,0,0,0
1745907547.39425,19,0,0,0,0,0,0
1745907547.421983,29,0,0,0,0,0,0
1745907547.4736068,23,0,0,0,0,0,0
1745907547.5246642,21,0,0,0,0,0,0
1745907547.576017,27,0,0,0,0,0,0
1745907547.627402,28,0,0,0,0,0,0
1745907547.678581,28,0,0,0,0,0,0
1745907547.73011,24,0,0,0,0,0,0
1745907547.7814798,29,0,0,0,0,0,0
1745907547.832811,45,0,0,0,0,0,0
1745907547.884026,36,0,0,0,0,0,0
1745907547.935316,33,0,0,0,0,0,0
