timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907308.345101,84,669,0,0,0,125,0
1745907308.3454201,65,669,0,0,0,125,0
1745907308.345707,76,668,0,0,0,125,0
1745907308.3459892,69,669,0,0,0,123,0
1745907308.3462698,60,653,0,0,0,123,0
1745907308.346555,69,639,0,0,0,123,0
1745907308.346901,56,628,0,0,0,124,0
1745907308.347114,63,625,0,0,0,126,0
1745907308.3472588,53,623,0,0,0,128,0
1745907308.347392,56,621,0,0,0,129,0
1745907308.3475251,73,614,0,0,0,130,0
1745907308.347658,60,613,0,0,0,128,0
1745907308.347799,61,609,0,0,0,126,0
1745907308.3479319,83,613,0,0,0,128,0
1745907308.3480792,68,612,0,0,0,124,0
1745907308.348212,56,608,0,0,0,125,0
1745907308.348345,74,605,0,0,0,126,0
1745907308.348479,56,604,0,0,0,127,0
1745907308.348612,82,604,0,0,0,125,0
1745907308.379061,80,608,0,0,0,128,0
1745907308.431726,180,609,0,0,0,128,0
1745907308.483299,169,610,0,0,0,128,0
1745907308.535069,197,603,0,0,0,130,0
1745907308.5864398,195,603,0,0,0,132,0
1745907308.6380548,180,604,0,0,0,132,0
1745907308.689651,157,605,0,0,0,132,0
1745907308.741045,151,607,0,0,0,133,0
1745907308.792781,133,608,0,0,0,133,0
1745907308.8443148,120,604,0,0,0,134,0
