timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907113.591558,134,819,0,897,897,0,0
1745907113.591836,142,816,0,896,896,0,0
1745907113.59201,155,817,0,897,897,0,0
1745907113.592166,148,818,0,897,897,0,0
1745907113.592331,169,819,0,898,898,0,0
1745907113.5925,170,819,0,898,898,0,0
1745907113.592652,168,819,0,897,897,0,0
1745907113.5928042,175,819,0,897,897,0,0
1745907113.592973,180,819,0,897,897,0,0
1745907113.593136,134,819,0,897,897,0,0
1745907113.5932958,157,819,0,897,897,0,0
1745907113.593458,128,819,0,897,897,0,0
1745907113.5936131,151,818,0,897,897,0,0
1745907113.593766,116,817,0,897,897,0,0
1745907113.593919,179,817,0,897,897,0,0
1745907113.5940711,122,817,0,896,896,0,0
1745907113.5942242,123,818,0,897,897,0,0
1745907113.5943758,133,818,0,897,897,0,0
1745907113.594527,125,816,0,897,897,0,0
1745907113.631092,112,816,0,897,897,0,0
1745907113.683059,118,816,0,896,896,0,0
1745907113.734825,122,816,0,896,896,0,0
1745907113.786304,142,817,0,896,896,0,0
1745907113.837534,112,817,0,896,896,0,0
1745907113.889121,160,817,0,896,896,0,0
1745907113.94092,108,817,0,897,897,0,0
1745907113.992414,121,817,0,896,896,0,0
1745907114.044159,120,816,0,896,896,0,0
1745907114.095806,109,816,0,896,896,0,0
