timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907474.361152,33,0,0,0,0,0,0
1745907474.361414,32,0,0,0,0,0,0
1745907474.361658,27,0,0,0,0,0,0
1745907474.361898,22,0,0,0,0,0,0
1745907474.362148,19,0,0,0,0,0,0
1745907474.36242,20,0,0,0,0,0,0
1745907474.36268,17,0,0,0,0,0,0
1745907474.362918,16,0,0,0,0,0,0
1745907474.363156,14,0,0,0,0,0,0
1745907474.3633962,15,0,0,0,0,0,0
1745907474.3636339,19,0,0,0,0,0,0
1745907474.363872,19,0,0,0,0,0,0
1745907474.3641112,20,0,0,0,0,0,0
1745907474.364319,19,0,0,0,0,0,0
1745907474.3644931,18,0,0,0,0,0,0
1745907474.3646662,19,0,0,0,0,0,0
1745907474.364841,18,0,0,0,0,0,0
1745907474.365015,18,0,0,0,0,0,0
1745907474.3651881,14,0,0,0,0,0,0
1745907474.388226,15,0,0,0,0,0,0
1745907474.439372,16,0,0,0,0,0,0
1745907474.4908621,18,0,0,0,0,0,0
1745907474.542402,16,0,0,0,0,0,0
1745907474.593624,14,0,0,0,0,0,0
1745907474.64521,15,0,0,0,0,0,0
1745907474.696049,16,0,0,0,0,0,0
1745907474.747481,22,0,0,0,0,0,0
1745907474.7986019,22,0,0,0,0,0,0
1745907474.850125,24,0,0,0,0,0,0
1745907474.901313,20,0,0,0,0,0,0
