timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907285.7061021,116,739,311,0,0,169,0
1745907285.706351,138,743,312,0,0,171,0
1745907285.706594,110,742,313,0,0,163,0
1745907285.7068338,114,746,315,0,0,172,0
1745907285.707065,106,742,317,0,0,175,0
1745907285.707223,104,739,318,0,0,177,0
1745907285.707377,122,732,318,0,0,175,0
1745907285.707532,122,727,317,0,0,161,0
1745907285.7076879,138,727,318,0,0,157,0
1745907285.707843,113,730,319,0,0,152,0
1745907285.707999,120,732,319,0,0,158,0
1745907285.7081542,102,729,325,0,0,152,0
1745907285.708308,122,728,320,0,0,153,0
1745907285.708462,108,724,320,0,0,154,0
1745907285.7086148,111,719,319,0,0,148,0
1745907285.708763,92,707,318,0,0,149,0
1745907285.708917,109,701,318,0,0,152,0
1745907285.70907,133,702,317,0,0,154,0
1745907285.709224,101,708,316,0,0,158,0
1745907285.748849,99,709,311,0,0,158,0
1745907285.801615,120,717,308,0,0,156,0
1745907285.8531818,105,725,307,0,0,158,0
1745907285.904,95,732,304,0,0,163,0
1745907285.9566872,108,737,301,0,0,163,0
1745907286.008225,104,738,296,0,0,163,0
1745907286.0600162,133,744,292,0,0,159,0
1745907286.11164,118,752,292,0,0,160,0
1745907286.163158,102,755,291,0,0,162,0
1745907286.213685,94,754,286,0,0,162,0
