timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907303.818408,68,724,103,0,0,235,0
1745907303.8187368,60,725,63,0,0,228,0
1745907303.819069,51,724,62,0,0,231,0
1745907303.819388,52,714,64,0,0,227,0
1745907303.819704,68,692,90,0,0,224,0
1745907303.820003,69,677,60,0,0,193,0
1745907303.820247,66,668,60,0,0,181,0
1745907303.8204951,53,676,85,0,0,185,0
1745907303.820746,50,671,91,0,0,187,0
1745907303.820981,64,666,87,0,0,186,0
1745907303.821225,64,647,96,0,0,189,0
1745907303.821461,61,644,77,0,0,177,0
1745907303.821707,55,668,106,0,0,181,0
1745907303.821934,57,669,16,0,0,163,0
1745907303.8221009,51,718,0,0,0,162,0
1745907303.8223019,64,721,0,0,0,166,0
1745907303.822481,54,718,0,0,0,156,0
1745907303.822656,79,712,0,0,0,150,0
1745907303.822819,62,712,0,0,0,169,0
1745907303.856301,85,718,0,0,0,170,0
1745907303.908075,67,723,0,0,0,162,0
1745907303.959151,59,723,0,0,0,172,0
1745907304.01102,89,731,0,0,0,160,0
1745907304.062312,68,734,0,0,0,172,0
1745907304.113944,72,724,0,0,0,163,0
1745907304.1655512,64,682,0,0,0,150,0
1745907304.2170382,67,675,0,0,0,148,0
1745907304.268567,75,670,0,0,0,141,0
1745907304.3200471,78,647,0,0,0,126,0
