timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907371.37417,12,0,0,697,697,0,97
1745907371.374489,12,0,0,699,699,0,97
1745907371.374746,13,0,0,697,697,0,96
1745907371.374966,14,0,0,699,699,0,98
1745907371.3751948,16,0,0,698,698,0,101
1745907371.375422,14,0,0,699,699,0,101
1745907371.375639,13,0,0,699,699,0,99
1745907371.3758569,14,0,0,699,699,0,99
1745907371.3760839,14,0,0,699,699,0,100
1745907371.376307,13,0,0,698,698,0,100
1745907371.376531,16,0,0,698,698,0,100
1745907371.376745,14,0,0,696,696,0,99
1745907371.376961,15,0,0,699,699,0,97
1745907371.377176,18,0,0,699,699,0,98
1745907371.377392,17,0,0,699,699,0,95
1745907371.3776078,15,0,0,698,698,0,97
1745907371.377833,13,0,0,698,698,0,100
1745907371.378051,13,0,0,698,698,0,98
1745907371.378266,14,0,0,693,693,0,99
1745907371.423723,16,0,0,698,698,0,100
1745907371.465329,16,0,0,693,693,0,100
1745907371.516268,14,0,0,699,699,0,99
1745907371.5689259,14,0,0,698,698,0,103
1745907371.620557,13,0,0,699,699,0,101
1745907371.6721191,14,0,0,699,699,0,102
1745907371.7231932,13,0,0,699,699,0,103
1745907371.7749498,15,0,0,700,700,0,102
1745907371.826472,17,0,0,699,699,0,100
1745907371.878216,18,0,0,701,701,0,100
