timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745906934.2249768,113,0,0,0,0,345,279
1745906934.225324,111,0,0,0,0,359,278
1745906934.225636,111,0,0,0,0,358,283
1745906934.225965,128,0,0,0,0,362,287
1745906934.226293,124,0,0,0,0,358,282
1745906934.226618,115,0,0,0,0,362,277
1745906934.2269518,111,0,0,0,0,364,280
1745906934.2272909,122,0,0,0,0,362,283
1745906934.2275908,125,0,0,0,0,363,281
1745906934.227932,140,0,0,0,0,358,280
1745906934.2282822,119,0,0,0,0,354,278
1745906934.2286038,99,0,0,0,0,350,275
1745906934.2288342,170,0,0,0,0,340,271
1745906934.228975,169,0,0,0,0,342,275
1745906934.2291148,154,0,0,0,0,342,268
1745906934.229256,120,0,0,0,0,338,272
1745906934.2294452,124,0,0,0,0,334,269
1745906934.229614,109,0,0,0,0,331,265
1745906934.229774,133,0,0,0,0,330,264
1745906934.26058,135,0,0,0,0,332,265
1745906934.31215,120,0,0,0,0,337,265
1745906934.363648,108,0,0,0,0,342,270
1745906934.4138901,98,0,0,0,0,347,260
1745906934.466966,114,0,0,0,0,347,259
1745906934.516865,97,0,0,0,0,345,249
1745906934.569298,138,0,0,0,0,342,252
1745906934.621001,169,0,0,0,0,340,260
1745906934.67246,134,0,0,0,0,336,258
1745906934.724021,115,0,0,0,0,336,260
1745906934.775795,139,0,0,0,0,339,264
