timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907556.5193431,15,0,0,0,0,0,0
1745907556.519584,14,0,0,0,0,0,0
1745907556.5198238,13,0,0,0,0,0,0
1745907556.520064,13,0,0,0,0,0,0
1745907556.520299,13,0,0,0,0,0,0
1745907556.520552,13,0,0,0,0,0,0
1745907556.5207849,15,0,0,0,0,0,0
1745907556.521033,15,0,0,0,0,0,0
1745907556.52129,15,0,0,0,0,0,0
1745907556.521547,17,0,0,0,0,0,0
1745907556.521801,15,0,0,0,0,0,0
1745907556.5220401,14,0,0,0,0,0,0
1745907556.522298,13,0,0,0,0,0,0
1745907556.522527,14,0,0,0,0,0,0
1745907556.522775,16,0,0,0,0,0,0
1745907556.523032,14,0,0,0,0,0,0
1745907556.523276,13,0,0,0,0,0,0
1745907556.523533,13,0,0,0,0,0,0
1745907556.523784,12,0,0,0,0,0,0
1745907556.547501,15,0,0,0,0,0,0
1745907556.59878,15,0,0,0,0,0,0
1745907556.650113,14,0,0,0,0,0,0
1745907556.7016,14,0,0,0,0,0,0
1745907556.752983,13,0,0,0,0,0,0
1745907556.8043132,12,0,0,0,0,0,0
1745907556.8557062,13,0,0,0,0,0,0
1745907556.906961,19,0,0,0,0,0,0
1745907556.958317,21,0,0,0,0,0,0
1745907557.00963,20,0,0,0,0,0,0
1745907557.060823,21,0,0,0,0,0,0
