timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907425.718873,128,0,0,731,731,0,122
1745907425.71923,152,0,0,732,732,0,129
1745907425.7195551,126,0,0,734,734,0,137
1745907425.719882,114,0,0,737,737,0,140
1745907425.720208,161,0,0,738,738,0,131
1745907425.720535,153,0,0,739,739,0,132
1745907425.720865,126,0,0,736,736,0,129
1745907425.721191,140,0,0,736,736,0,129
1745907425.7215328,116,0,0,738,738,0,131
1745907425.721869,144,0,0,738,738,0,134
1745907425.722229,141,0,0,739,739,0,135
1745907425.72259,153,0,0,739,739,0,137
1745907425.7229319,144,0,0,737,737,0,130
1745907425.723288,144,0,0,736,736,0,130
1745907425.7236228,202,0,0,737,737,0,147
1745907425.723902,216,0,0,737,737,0,138
1745907425.7241778,233,0,0,737,737,0,136
1745907425.7244139,204,0,0,735,735,0,134
1745907425.72466,159,0,0,730,730,0,132
1745907425.76066,148,0,0,729,729,0,131
1745907425.8125901,189,0,0,728,728,0,131
1745907425.863771,174,0,0,730,730,0,124
1745907425.915156,183,0,0,733,733,0,110
1745907425.9673002,174,0,0,736,736,0,105
1745907426.017931,153,0,0,735,735,0,78
1745907426.069414,127,0,0,736,736,0,77
1745907426.121094,170,0,0,735,735,0,95
1745907426.172708,166,0,0,733,733,0,81
1745907426.225316,126,0,0,729,729,0,104
