timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907118.1202781,127,814,0,897,897,0,0
1745907118.1204522,115,814,0,897,897,0,0
1745907118.120608,106,814,0,898,898,0,0
1745907118.1207612,118,814,0,897,897,0,0
1745907118.120972,131,812,0,897,897,0,0
1745907118.12113,144,810,0,898,898,0,0
1745907118.121284,130,810,0,898,898,0,0
1745907118.121438,130,809,0,898,898,0,0
1745907118.121592,128,808,0,898,898,0,0
1745907118.1217458,141,807,0,898,898,0,0
1745907118.121902,160,805,0,898,898,0,0
1745907118.1221209,134,803,0,897,897,0,0
1745907118.1223512,161,801,0,896,896,0,0
1745907118.1225102,206,802,0,896,896,0,0
1745907118.1227,231,802,0,896,896,0,0
1745907118.122862,158,802,0,895,895,0,0
1745907118.123015,148,798,0,895,895,0,0
1745907118.1231658,124,797,0,895,895,0,0
1745907118.123323,116,798,0,896,896,0,0
1745907118.164073,115,798,0,895,895,0,0
1745907118.212935,135,797,0,896,896,0,0
1745907118.264817,129,796,0,895,895,0,0
1745907118.316457,142,796,0,896,896,0,0
1745907118.367973,214,796,0,895,895,0,0
1745907118.4194822,154,796,0,896,896,0,0
1745907118.4713228,178,796,0,896,896,0,0
1745907118.5231318,156,796,0,895,895,0,0
1745907118.574618,131,796,0,895,895,0,0
1745907118.626139,166,795,0,895,895,0,0
