timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907267.5976572,88,762,390,0,0,189,0
1745907267.597997,105,763,390,0,0,189,0
1745907267.598357,113,763,390,0,0,188,0
1745907267.598709,113,764,390,0,0,186,0
1745907267.5990841,114,764,390,0,0,183,0
1745907267.5994308,155,766,391,0,0,181,0
1745907267.599788,144,767,392,0,0,175,0
1745907267.600151,117,767,391,0,0,172,0
1745907267.600502,100,765,390,0,0,181,0
1745907267.600855,116,766,391,0,0,176,0
1745907267.601175,99,765,388,0,0,179,0
1745907267.601513,84,764,381,0,0,179,0
1745907267.601824,77,765,388,0,0,176,0
1745907267.602135,86,769,392,0,0,174,0
1745907267.602368,67,774,399,0,0,176,0
1745907267.602613,86,773,400,0,0,170,0
1745907267.602896,74,772,400,0,0,162,0
1745907267.603177,89,769,400,0,0,156,0
1745907267.603476,82,766,400,0,0,158,0
1745907267.634294,102,765,400,0,0,160,0
1745907267.684973,76,762,400,0,0,162,0
1745907267.736492,98,761,399,0,0,165,0
1745907267.788345,78,762,400,0,0,168,0
1745907267.8399339,81,763,401,0,0,166,0
1745907267.8914719,76,765,404,0,0,167,0
1745907267.9431648,88,765,404,0,0,167,0
1745907267.994564,90,764,404,0,0,166,0
1745907268.046149,83,763,409,0,0,166,0
1745907268.0977762,81,764,417,0,0,161,0
