timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907090.945772,212,907,0,908,908,0,0
1745907090.94612,171,906,0,907,907,0,0
1745907090.946465,147,906,0,907,907,0,0
1745907090.946816,184,906,0,906,906,0,0
1745907090.947157,151,907,0,907,907,0,0
1745907090.947517,128,907,0,908,908,0,0
1745907090.9478679,135,907,0,908,908,0,0
1745907090.948218,149,907,0,907,907,0,0
1745907090.948577,141,907,0,907,907,0,0
1745907090.9488971,128,906,0,906,906,0,0
1745907090.949247,137,905,0,905,905,0,0
1745907090.94958,96,904,0,904,904,0,0
1745907090.9499142,132,904,0,905,905,0,0
1745907090.950238,95,904,0,904,904,0,0
1745907090.950547,99,904,0,904,904,0,0
1745907090.950885,129,904,0,904,904,0,0
1745907090.9512231,150,903,0,904,904,0,0
1745907090.951561,117,902,0,903,903,0,0
1745907090.951838,129,902,0,902,902,0,0
1745907090.983851,101,899,0,901,901,0,0
1745907091.03574,130,896,0,899,899,0,0
1745907091.0873148,130,895,0,898,898,0,0
1745907091.13887,163,896,0,899,899,0,0
1745907091.1906612,113,898,0,900,900,0,0
1745907091.241305,94,901,0,901,901,0,0
1745907091.293817,113,902,0,902,902,0,0
1745907091.345269,113,900,0,901,901,0,0
1745907091.3969631,117,898,0,900,900,0,0
1745907091.448964,103,895,0,898,898,0,0
