timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907520.006208,42,0,0,0,0,0,0
1745907520.006345,49,0,0,0,0,0,0
1745907520.006491,48,0,0,0,0,0,0
1745907520.006631,45,0,0,0,0,0,0
1745907520.006762,42,0,0,0,0,0,0
1745907520.006896,80,0,0,0,0,0,0
1745907520.0070279,66,0,0,0,0,0,0
1745907520.007186,94,0,0,0,0,0,0
1745907520.007327,101,0,0,0,0,0,0
1745907520.007487,125,0,0,0,0,0,0
1745907520.007626,124,0,0,0,0,0,0
1745907520.007773,121,0,0,0,0,0,0
1745907520.0079381,124,0,0,0,0,0,0
1745907520.008116,106,0,0,0,0,0,0
1745907520.0082922,95,0,0,0,0,0,0
1745907520.008461,85,0,0,0,0,0,0
1745907520.00863,63,0,0,0,0,0,0
1745907520.008786,49,0,0,0,0,0,0
1745907520.008926,34,0,0,0,0,0,0
1745907520.037984,29,0,0,0,0,0,0
1745907520.089598,30,0,0,0,0,0,0
1745907520.1409228,40,0,0,0,0,0,0
1745907520.192445,53,0,0,0,0,0,0
1745907520.2437,60,0,0,0,0,0,0
1745907520.29522,64,0,0,0,0,0,0
1745907520.3463092,65,0,0,0,0,0,0
1745907520.3972428,69,0,0,0,0,0,0
1745907520.448652,67,0,0,0,0,0,0
1745907520.5002491,66,0,0,0,0,0,0
1745907520.551512,64,0,0,0,0,0,0
