timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907294.7665439,59,731,310,0,0,175,0
1745907294.766904,64,734,312,0,0,170,0
1745907294.767253,63,739,317,0,0,161,0
1745907294.767595,53,724,313,0,0,161,0
1745907294.767959,49,730,314,0,0,170,0
1745907294.768339,62,735,315,0,0,173,0
1745907294.76866,60,727,315,0,0,174,0
1745907294.768974,63,720,315,0,0,176,0
1745907294.769286,56,729,341,0,0,176,0
1745907294.7695959,51,722,318,0,0,172,0
1745907294.769989,69,724,342,0,0,168,0
1745907294.770308,57,734,360,0,0,179,0
1745907294.7706199,47,727,362,0,0,185,0
1745907294.770932,54,693,320,0,0,177,0
1745907294.771243,62,692,319,0,0,171,0
1745907294.771554,65,698,357,0,0,181,0
1745907294.771863,65,691,354,0,0,181,0
1745907294.7721741,83,689,357,0,0,181,0
1745907294.772513,77,692,365,0,0,177,0
1745907294.8065548,81,678,365,0,0,183,0
1745907294.858593,73,666,359,0,0,196,0
1745907294.9096131,72,669,366,0,0,208,0
1745907294.961334,58,665,365,0,0,186,0
1745907295.012932,67,650,363,0,0,167,0
1745907295.064651,71,660,389,0,0,178,0
1745907295.116205,59,672,400,0,0,185,0
1745907295.16775,68,674,400,0,0,196,0
1745907295.219433,58,681,402,0,0,207,0
1745907295.2710779,66,693,405,0,0,215,0
