timestamp,emg,front_left_sensor_1,front_left_sensor_2,front_right_sensor_1,front_right_sensor_2,back_left_sensor,back_right_sensor
1745907081.890327,107,871,0,901,901,0,0
1745907081.89066,108,871,0,900,900,0,0
1745907081.8909702,99,870,0,900,900,0,0
1745907081.891289,133,869,0,899,899,0,0
1745907081.891628,139,867,0,899,899,0,0
1745907081.8919098,158,867,0,898,898,0,0
1745907081.8921442,136,867,0,898,898,0,0
1745907081.8923788,120,870,0,897,897,0,0
1745907081.892611,121,875,0,896,896,0,0
1745907081.8928351,80,879,0,895,895,0,0
1745907081.893068,140,882,0,895,895,0,0
1745907081.893339,166,882,0,895,895,0,0
1745907081.8935812,120,883,0,894,894,0,0
1745907081.893832,140,882,0,893,893,0,0
1745907081.894063,135,881,0,893,893,0,0
1745907081.894339,130,878,0,894,894,0,0
1745907081.894592,125,876,0,894,894,0,0
1745907081.894855,161,875,0,894,894,0,0
1745907081.895106,167,875,0,894,894,0,0
1745907081.931947,237,875,0,894,894,0,0
1745907081.983828,284,876,0,894,894,0,0
1745907082.035166,217,876,0,894,894,0,0
1745907082.087004,217,877,0,894,894,0,0
1745907082.1386392,243,878,0,893,893,0,0
1745907082.190491,235,878,0,893,893,0,0
1745907082.242048,184,878,0,894,894,0,0
1745907082.293464,232,878,0,895,895,0,0
1745907082.3451579,210,878,0,895,895,0,0
1745907082.396675,190,876,0,896,896,0,0
